QuoteDate,SymbolId,SymbolName,DealVolume,DealCount,DealAmount,OpenPrice,HighPrice,LowPrice,ClosePrice,PriceChange,PriceChangeRatio,PERatio
2018/1/25,1101,台泥,6043087,2619,226919435,37.3,37.65,37.25,37.6,0.3,0.8,20.55
2018/1/25,1301,台塑,8247459,4207,830594559,99.8,101.5,99.8,101.5,2.3,2.32,13.3
2018/1/25,2002,中鋼,18229257,7450,456121875,25,25.2,24.85,25.1,0.1,0.4,27.28
2018/1/25,2330,台積電,46214756,15826,11981089514,258,264,256.5,258,0,0,19.44
2018/1/26,1101,台泥,10584133,3584,401558643,37.75,38.2,37.5,38.2,0.6,1.6,20.87
2018/1/26,1301,台塑,11595624,4601,1188858772,102.5,103.5,101.5,103.5,2,1.97,13.56
2018/1/26,2002,中鋼,14516386,6104,362500120,25.1,25.15,24.85,25.1,0,0,27.28
2018/1/26,2330,台積電,43514523,12821,11101977348,256.5,257.5,253.5,255,-3,-1.16,19.22
2018/1/29,1101,台泥,5861953,2264,222753951,38.3,38.4,37.7,37.95,-0.25,-0.65,20.74
2018/1/29,1301,台塑,5874749,2640,609489396,104,104.5,103,104.5,1,0.97,13.7
2018/1/29,2002,中鋼,13857634,3994,347105150,25.1,25.15,24.9,25.15,0.05,0.2,27.34
2018/1/29,2330,台積電,31306234,12211,8067780117,259,261.5,255,258.5,3.5,1.37,19.48
2018/1/30,1101,台泥,5942325,2442,224959885,38,38.05,37.7,37.9,-0.05,-0.13,20.71
2018/1/30,1301,台塑,7071554,2736,729046275,104,104,102.5,103,-1.5,-1.44,13.5
2018/1/30,2002,中鋼,15492518,4167,388898194,25.1,25.25,24.9,24.9,-0.25,-0.99,27.07
2018/1/30,2330,台積電,37410591,12987,9523980994,256,257.5,252.5,253,-5.5,-2.13,19.07
2018/1/31,1101,台泥,5410009,1594,203905328,37.6,37.9,37.35,37.65,-0.25,-0.66,20.57
2018/1/31,1301,台塑,9843041,3194,1014482303,101.5,104.5,100.5,103.5,0.5,0.49,13.56
2018/1/31,2002,中鋼,14948030,4269,372305253,24.9,25.1,24.8,24.9,0,0,27.07
2018/1/31,2330,台積電,45807808,13553,11670582000,253,257.5,252,255,2,0.79,19.22
2018/2/1,1101,台泥,3056615,1646,115669003,37.65,37.95,37.65,37.9,0.25,0.66,20.71
2018/2/1,1301,台塑,6629228,3740,683334849,103.5,104.5,102,103,-0.5,-0.48,13.5
2018/2/1,2002,中鋼,9567757,2468,238364688,24.9,25.1,24.85,24.85,-0.05,-0.2,27.01
2018/2/1,2330,台積電,30900457,13598,8022694430,257.5,261,257,259.5,4.5,1.76,19.56
2018/2/2,1101,台泥,5492531,1625,207486099,38,38,37.4,37.9,0,0,20.71
2018/2/2,1301,台塑,9482105,5189,955141800,102,102.5,99.9,100,-3,-2.91,13.11
2018/2/2,2002,中鋼,9433343,3849,234237819,24.8,24.95,24.8,24.8,-0.05,-0.2,26.96
2018/2/2,2330,台積電,25707560,11404,6633344540,259,260,255,259.5,0,0,19.56
2018/2/5,1101,台泥,6630801,2573,248021263,37.1,37.8,37.1,37.8,-0.1,-0.26,20.66
2018/2/5,1301,台塑,8092788,4180,806957800,98,101,98,100.5,0.5,0.5,13.17
2018/2/5,2002,中鋼,19986224,6901,490818388,24.7,24.75,24.45,24.5,-0.3,-1.21,26.63
2018/2/5,2330,台積電,46554379,16909,11742299859,251,254.5,250.5,253,-6.5,-2.5,19.07
2018/2/6,1101,台泥,25755973,7529,918764863,36.8,36.8,34.8,35.5,-2.3,-6.08,19.4
2018/2/6,1301,台塑,13388745,6017,1300179249,97.8,98.5,95.5,96.7,-3.8,-3.78,12.67
2018/2/6,2002,中鋼,43282064,17110,1026615800,24,24.1,23.5,23.6,-0.9,-3.67,25.65
2018/2/6,2330,台積電,104448048,35455,24944565955,242.5,243.5,234,239,-14,-5.53,18.01
2018/2/7,1101,台泥,12732168,4546,463756335,36.1,36.8,36,36.4,0.9,2.54,19.89
2018/2/7,1301,台塑,15188424,5834,1530016793,98.7,102,98.7,101,4.3,4.45,13.24
2018/2/7,2002,中鋼,29762627,10366,708912347,23.95,24,23.6,23.6,0,0,25.65
2018/2/7,2330,台積電,82299178,22962,19903032966,245,245.5,239.5,240,1,0.42,18.09
2018/2/8,1101,台泥,7998055,2424,293917031,36.55,36.85,36.5,36.75,0.35,0.96,20.08
2018/2/8,1301,台塑,7319637,3450,733254900,100.5,101,99.2,100,-1,-0.99,13.11
2018/2/8,2002,中鋼,23354645,5357,554299630,23.85,23.95,23.6,23.75,0.15,0.64,25.82
2018/2/8,2330,台積電,31192550,10274,7468970072,239.5,242,238,238.5,-1.5,-0.63,17.97
2018/2/9,1101,台泥,13739138,5837,488833188,35.3,36.2,35.1,35.6,-1.15,-3.13,19.45
2018/2/9,1301,台塑,14136932,6718,1384997039,98,99.1,97.1,97.8,-2.2,-2.2,12.82
2018/2/9,2002,中鋼,26464398,7457,624753590,23.5,23.75,23.35,23.75,0,0,25.82
2018/2/9,2330,台積電,65939265,19749,15227192540,230,233,228.5,232.5,-6,-2.52,17.52
2018/2/12,1101,台泥,6017173,2135,215201803,35.6,36.2,35.3,35.95,0.35,0.98,19.64
2018/2/12,1301,台塑,11698080,5062,1180804200,99,102.5,98.9,101,3.2,3.27,13.24
2018/2/12,2002,中鋼,18390119,5960,436180841,23.7,23.8,23.65,23.65,-0.1,-0.42,25.71
2018/2/12,2330,台積電,42917236,10851,10113012768,235.5,237.5,235,236.5,4,1.72,17.82
2018/2/21,1101,台泥,9178788,3741,339595610,37,37.2,36.55,37.2,1.25,3.48,20.33
2018/2/21,1301,台塑,12949645,6312,1342091213,103.5,104.5,102.5,104,3,2.97,13.63
2018/2/21,2002,中鋼,29489016,9154,712375636,24,24.5,23.8,24.5,0.85,3.59,26.63
2018/2/21,2330,台積電,76396174,21512,18582475956,244.5,244.5,242,242.5,6,2.54,18.33
2018/2/22,1101,台泥,6138179,2558,224393609,36.8,36.95,36.35,36.5,-0.7,-1.88,19.95
2018/2/22,1301,台塑,8043397,4628,819304494,102.5,103,101,102.5,-1.5,-1.44,13.43
2018/2/22,2002,中鋼,23506854,6460,568220921,24.3,24.3,24,24.3,-0.2,-0.82,26.41
2018/2/22,2330,台積電,45492993,10071,10977665819,244,244,239,239.5,-3,-1.24,18.1
2018/2/23,1101,台泥,5017144,2833,184380011,36.6,36.95,36.55,36.85,0.35,0.96,20.14
2018/2/23,1301,台塑,5546374,2743,572815022,103,104,102.5,104,1.5,1.46,13.63
2018/2/23,2002,中鋼,24951170,8288,609016332,24.3,24.55,24.25,24.5,0.2,0.82,26.63
2018/2/23,2330,台積電,26985776,10178,6578657620,241,245,241,245,5.5,2.3,18.52
2018/2/26,1101,台泥,5246439,2438,192657340,36.95,37,36.55,36.55,-0.3,-0.81,19.97
2018/2/26,1301,台塑,5961635,2720,620740405,104,104.5,103.5,103.5,-0.5,-0.48,13.56
2018/2/26,2002,中鋼,13138559,5985,319667512,24.5,24.6,24.2,24.2,-0.3,-1.22,26.3
2018/2/26,2330,台積電,36165810,12565,8910352170,247,247.5,245,246.5,1.5,0.61,18.63
2018/2/27,1101,台泥,9255910,2358,340904713,36.7,37,36.6,37,0.45,1.23,20.22
2018/2/27,1301,台塑,6175277,2603,639783531,104,104,103,103.5,0,0,13.56
2018/2/27,2002,中鋼,20438627,6234,494003763,24.45,24.5,24.1,24.1,-0.1,-0.41,26.2
2018/2/27,2330,台積電,44699119,10908,11061945363,250.5,250.5,246,246,-0.5,-0.2,18.59
2018/3/1,1101,台泥,7530036,2961,278203432,37.15,37.2,36.6,37,0,0,20.22
2018/3/1,1301,台塑,8005672,4592,817816044,101.5,103,101.5,102,-1.5,-1.45,13.37
2018/3/1,2002,中鋼,25194618,7658,611588435,24.05,24.5,24,24.4,0.3,1.24,26.52
2018/3/1,2330,台積電,43847984,11589,10669194561,244,245,242,243,-3,-1.22,18.37
2018/3/2,1101,台泥,6095003,3079,224110679,36.5,37,36.5,36.9,-0.1,-0.27,20.16
2018/3/2,1301,台塑,6901619,2867,693839189,100.5,101.5,100,100.5,-1.5,-1.47,13.17
2018/3/2,2002,中鋼,24193500,9487,580446397,24.05,24.15,23.9,23.95,-0.45,-1.84,26.03
2018/3/2,2330,台積電,35289170,10440,8453712014,240,241,238.5,240,-3,-1.23,18.14
2018/3/5,1101,台泥,6828678,2527,249056104,36.7,36.8,36.15,36.3,-0.6,-1.63,19.84
2018/3/5,1301,台塑,6323089,2084,640953989,101.5,102,101,101,0.5,0.5,13.24
2018/3/5,2002,中鋼,31262182,12351,738014876,23.9,23.9,23.5,23.6,-0.35,-1.46,25.65
2018/3/5,2330,台積電,27337846,9321,6607367732,242.5,243,240.5,241.5,1.5,0.63,18.25
2018/3/6,1101,台泥,3208042,1419,117279222,36.55,36.75,36.45,36.5,0.2,0.55,19.95
2018/3/6,1301,台塑,3035161,1438,307740761,101.5,102,101,101.5,0.5,0.5,13.3
2018/3/6,2002,中鋼,10217906,5718,242015708,23.8,23.85,23.6,23.7,0.1,0.42,25.76
2018/3/6,2330,台積電,36945780,13977,9155812210,245.5,250,245.5,250,8.5,3.52,18.9
2018/3/7,1101,台泥,3702388,1893,134990952,36.3,36.6,36.3,36.4,-0.1,-0.27,19.89
2018/3/7,1301,台塑,6297219,2940,640538719,101.5,102,101,101.5,0,0,13.3
2018/3/7,2002,中鋼,21375900,8700,503691015,23.7,23.75,23.5,23.5,-0.2,-0.84,25.54
2018/3/7,2330,台積電,30391219,10521,7525601638,248,248.5,246,247,-3,-1.2,18.67
2018/3/8,1101,台泥,3690385,1302,134537198,36.4,36.65,36.4,36.4,0,0,19.89
2018/3/8,1301,台塑,3936734,2140,399386634,101.5,102,101,101.5,0,0,13.3
2018/3/8,2002,中鋼,17846863,8475,419538412,23.55,23.7,23.45,23.5,0,0,25.54
2018/3/8,2330,台積電,20645694,8817,5172732531,249.5,251.5,249,249.5,2.5,1.01,18.86
2018/3/9,1101,台泥,3977028,1585,145440864,36.5,36.7,36.45,36.65,0.25,0.69,20.03
2018/3/9,1301,台塑,4052036,2490,409577636,101.5,102,100.5,101.5,0,0,13.3
2018/3/9,2002,中鋼,14120354,6723,332419904,23.5,23.65,23.5,23.6,0.1,0.43,25.65
2018/3/9,2330,台積電,22887063,7050,5723277170,250,251,248.5,250.5,1,0.4,18.93
2018/3/12,1101,台泥,6559562,2610,242981049,36.7,37.2,36.7,37.2,0.55,1.5,20.33
2018/3/12,1301,台塑,4017408,2070,413661795,102,103.5,102,103.5,2,1.97,13.56
2018/3/12,2002,中鋼,14223731,5706,337091732,23.75,23.8,23.6,23.7,0.1,0.42,25.76
2018/3/12,2330,台積電,25100615,10550,6370529728,252,255,251.5,254,3.5,1.4,19.2
2018/3/13,1101,台泥,8746005,3488,326719917,37,37.55,36.95,37.5,0.3,0.81,20.49
2018/3/13,1301,台塑,4958418,2350,509224824,103,103.5,102,103,-0.5,-0.48,13.5
2018/3/13,2002,中鋼,24457365,7132,580718533,23.85,23.9,23.65,23.85,0.15,0.63,25.92
2018/3/13,2330,台積電,34264883,11700,8816553606,255.5,259,255,259,5,1.97,19.58
2018/3/14,1101,台泥,5039751,2192,189232577,37.5,37.7,37.3,37.5,0,0,20.49
2018/3/14,1301,台塑,9619803,1960,982638806,101.5,103,101.5,102,-1,-0.97,13.37
2018/3/14,2002,中鋼,10458025,5669,249233986,23.9,23.9,23.75,23.85,0,0,25.92
2018/3/14,2330,台積電,24254838,8518,6220805864,256.5,257.5,255.5,257,-2,-0.77,19.43
2018/3/15,1101,台泥,4967923,2132,186767744,37.35,37.7,37.35,37.6,0.1,0.27,20.55
2018/3/15,1301,台塑,2079018,920,212806336,102,103,102,102,0,0,13.37
2018/3/15,2002,中鋼,10181685,4549,242380583,23.85,23.9,23.75,23.75,-0.1,-0.42,25.82
2018/3/15,2330,台積電,19396493,5945,4965546715,258,258,255,255,-2,-0.78,19.27
2018/3/16,1101,台泥,10191776,2572,381840244,37.6,37.7,37,37.6,0,0,20.55
2018/3/16,1301,台塑,14426484,5010,1466816108,101.5,103,100.5,102,0,0,13.37
2018/3/16,2002,中鋼,34241985,6282,812284499,23.8,23.9,23.7,23.7,-0.05,-0.21,25.76
2018/3/16,2330,台積電,62989326,18058,15930805360,253,256,249.5,255,0,0,19.27
2018/3/19,1101,台泥,1979911,1122,74117085,37.45,37.55,37.2,37.55,-0.05,-0.13,20.52
2018/3/19,1301,台塑,2730782,1605,280176134,102,103,102,103,1,0.98,13.5
